School,State,Region,SAT-25,SAT-75,ACT-25,ACT-75,Average-GPA,Acceptance-Rate
College-of-William-and-Mary,Virginia,South,1330,1510,28,32,4.12,34%
University-of-Richmond,Virginia,South,1300,1480,29,32,-1,31%
Virginia-Military-Institute,Virginia,South,1120,1300,23,27,3.61,53%
Hampden-Sydney-College,Virginia,South,1070,1280,21,27,3.4,55%
Bridgewater-College,Virginia,South,1000,1190,20,27,3.5,49%
Liberty-University,Virginia,South,1010,1260,20,27,3.37,22%
Christopher-Newport-University,Virginia,South,1140,1310,23,27,3.7,60%
Virginia-Polytechnic-Institute-and-State-University,Virginia,South,1170,1390,-1,-1,3.95,73%
George-Mason-University,Virginia,South,1120,1310,23,29,3.66,69%
Eastern-Mennonite-University,Virginia,South,950,1200,18,26,3.5,62%
James-Madison-University,Virginia,South,1120,1290,23,27,-1,73%
Randolph-Macon-College,Virginia,South,1080,1250,22,27,3.57,66%
Roanoke-College,Virginia,South,1050,1270,21,27,3.44,72%
Southern-Virginia-University,Virginia,South,980,1210,19,26,3.39,38%
University-of-Mary-Washington,Virginia,South,1080,1270,22,27,3.51,83%
Virginia-Commonwealth-University,Virginia,South,1070,1260,21,27,3.58,79%
Lynchburg-College,Virginia,South,990,1180,19,24,3.29,69%
Hampton-University,Virginia,South,940,1100,20,24,3.3,69%
Randolph-College,Virginia,South,990,1190,19,24,3.61,81%
Emory-and-Henry-College,Virginia,South,930,1160,18,24,3.5,76%
Marymount-University,Virginia,South,960,1180,19,24,3.23,68%
Longwood-University,Virginia,South,970,1160,18,23,3.37,79%
Virginia-Wesleyan-College,Virginia,South,940,1160,17,26,3.3,93%
Old-Dominion-University,Virginia,South,1000,1210,18,24,3.26,83%
Shenandoah-University,Virginia,South,950,1190,19,25,3.39,82%
Averett-University,Virginia,South,880,1090,17,22,3.17,61%
Regent-University,Virginia,South,1000,1240,20,26,3.5,84%
Virginia-Union-University,Virginia,South,770,940,14,18,2.61,49%
The-University-of-Virginia's-College-at-Wise,Virginia,South,930,1120,17,22,3.34,77%
Virginia-State-University,Virginia,South,850,1020,15,21,2.8,77%
Ferrum-College,Virginia,South,850,1070,15,21,2.81,73%
Bluefield-College,Virginia,South,880,1120,17,22,3,93%
Norfolk-State-University,Virginia,South,780,990,15,19,2.92,79%
Virginia-Intermont-College,Virginia,South,870,1100,18,22,3.16,98%
Radford-University,Virginia,South,-1,-1,-1,-1,3.15,83%
Averett-University-Non-Traditional-Programs,Virginia,South,-1,-1,-1,-1,-1,55%
Whitman-College,Washington,West,1270,1470,27,32,3.74,43%
University-of-Washington-Seattle-Campus,Washington,West,1190,1440,26,31,3.75,53%
Gonzaga-University,Washington,West,1160,1350,25,29,3.73,73%
Seattle-University,Washington,West,1150,1340,25,29,3.58,73%
Walla-Walla-University,Washington,West,1000,1240,20,27,3.53,56%
Pacific-Lutheran-University,Washington,West,1060,1290,22,28,3.66,76%
Seattle-Pacific-University,Washington,West,1100,1310,23,28,3.55,82%
Western-Washington-University,Washington,West,1070,1280,22,27,3.42,82%
Washington-State-University,Washington,West,990,1220,20,26,3.3,80%
Northwest-University,Washington,West,950,1180,19,24,3.46,64%
Central-Washington-University,Washington,West,930,1150,17,25,3.2,82%
The-Evergreen-State-College,Washington,West,1020,1240,20,26,3,98%
Saint-Martin's-University,Washington,West,1000,1210,21,26,3.45,93%
Eastern-Washington-University,Washington,West,930,1160,18,23,3.24,82%
University-of-Washington-Bothell-Campus,Washington,West,1000,1230,19,25,3.25,79%
University-of-Washington-Tacoma-Campus,Washington,West,930,1160,16,22,3.25,83%
Cornish-College-of-the-Arts,Washington,West,-1,-1,-1,-1,-1,68%
Trinity-Lutheran-College,Washington,West,-1,-1,-1,-1,-1,67%
University-of-Puget-Sound,Washington,West,-1,-1,-1,-1,-1,79%
Whitworth-University,Washington,West,-1,-1,-1,-1,3.74,62%
Wheeling-Jesuit-University,West-Virginia,South,990,1170,20,25,3.38,61%
University-of-Charleston,West-Virginia,South,950,1130,19,24,3.38,52%
Appalachian-Bible-College,West-Virginia,South,1030,1200,19,23,-1,48%
West-Virginia-University,West-Virginia,South,1010,1210,21,27,3.36,86%
Alderson-Broaddus-College,West-Virginia,South,970,1120,19,23,3.2,54%
West-Virginia-Wesleyan-College,West-Virginia,South,920,1160,20,25,3.46,77%
West-Liberty-University,West-Virginia,South,840,1140,18,24,3.33,72%
West-Virginia-University-Institute-of-Technology,West-Virginia,South,910,1160,18,24,3.18,61%
Davis-&-Elkins-College,West-Virginia,South,880,1130,17,22,3.17,59%
Marshall-University,West-Virginia,South,950,1050,20,25,3.4,88%
Bethany-College,West-Virginia,South,860,1080,17,22,2.8,70%
Fairmont-State-University,West-Virginia,South,910,1100,18,23,3.26,65%
Shepherd-University,West-Virginia,South,950,1160,19,24,3.27,90%
Concord-University,West-Virginia,South,900,1140,19,24,3.23,85%
Glenville-State-College,West-Virginia,South,850,1040,17,22,-1,72%
Bluefield-State-College,West-Virginia,South,970,1120,17,22,3.36,77%
West-Virginia-State-University,West-Virginia,South,870,1080,17,22,2.89,94%
Ohio-Valley-University,West-Virginia,South,-1,-1,-1,-1,3.06,47%
University-of-Wisconsin-Madison,Wisconsin,Midwest,1280,1480,27,31,3.84,58%
Marquette-University,Wisconsin,Midwest,1150,1380,24,30,-1,74%
Milwaukee-School-of-Engineering,Wisconsin,Midwest,1260,1450,25,30,3.69,65%
Ripon-College,Wisconsin,Midwest,1030,1320,21,27,-1,66%
Northland-College,Wisconsin,Midwest,1060,1200,21,28,3.3,57%
Carthage-College,Wisconsin,Midwest,1090,1340,22,28,3.31,70%
Bellin-College,Wisconsin,Midwest,-1,-1,22,25,-1,69%
Saint-Norbert-College,Wisconsin,Midwest,1090,1290,22,27,3.46,78%
Concordia-University-Wisconsin,Wisconsin,Midwest,970,1220,20,26,3.34,67%
Viterbo-University,Wisconsin,Midwest,1120,1230,21,26,3.48,66%
University-of-Wisconsin-La-Crosse,Wisconsin,Midwest,-1,-1,23,26,-1,80%
University-of-Wisconsin-Eau-Claire,Wisconsin,Midwest,-1,-1,22,26,-1,85%
Wisconsin-Lutheran-College,Wisconsin,Midwest,1020,1250,21,27,3.4,92%
Edgewood-College,Wisconsin,Midwest,1010,1230,20,25,3.3,77%
Carroll-University,Wisconsin,Midwest,930,1100,21,26,3.3,94%
University-of-Wisconsin-Whitewater,Wisconsin,Midwest,980,1200,20,25,3.2,80%
University-of-Wisconsin-Stevens-Point,Wisconsin,Midwest,-1,-1,20,25,3.45,90%
Cardinal-Stritch-University,Wisconsin,Midwest,1000,1180,20,24,3.08,77%
University-of-Wisconsin-Green-Bay,Wisconsin,Midwest,-1,-1,21,25,3.37,85%
University-of-Wisconsin-Platteville,Wisconsin,Midwest,-1,-1,21,26,-1,94%
University-of-Wisconsin-River-Falls,Wisconsin,Midwest,-1,-1,20,25,3.61,90%
University-of-Wisconsin-Oshkosh,Wisconsin,Midwest,-1,-1,20,24,3.3,81%
University-of-Wisconsin-Stout,Wisconsin,Midwest,-1,-1,20,24,3.2,93%
University-of-Wisconsin-Milwaukee,Wisconsin,Midwest,-1,-1,20,25,3.09,86%
Marian-University,Wisconsin,Midwest,-1,-1,17,23,3.1,84%
University-of-Wisconsin-Superior,Wisconsin,Midwest,-1,-1,19,23,3.25,94%
University-of-Wisconsin-Parkside,Wisconsin,Midwest,-1,-1,18,23,2.98,82%
Lakeland-College,Wisconsin,Midwest,860,1070,16,22,3,96%
Beloit-College,Wisconsin,Midwest,-1,-1,-1,-1,3.43,69%
Lawrence-University,Wisconsin,Midwest,-1,-1,-1,-1,3.7,68%
Maranatha-Baptist-Bible-College,Wisconsin,Midwest,-1,-1,-1,-1,-1,69%
Milwaukee-Institute-of-Art-&-Design,Wisconsin,Midwest,-1,-1,-1,-1,3.1,62%
Northland-International-University,Wisconsin,Midwest,-1,-1,-1,-1,-1,98%
Silver-Lake-College-of-the-Holy-Family,Wisconsin,Midwest,-1,-1,-1,-1,2.98,47%
Herzing-University-Madison,Wisconsin,Midwest,-1,-1,-1,-1,-1,93%
Herzing-University-Brookfield,Wisconsin,Midwest,-1,-1,-1,-1,-1,96%
University-of-Wyoming,Wyoming,West,1050,1310,22,27,3.48,96%
